asset_type,route,source_file,slug,source_title_not_verified_claim,source_date,source_status,source_draft,source_published,program_group,review_status,indexing_policy,owner_role,verification_reference,inventory_date
blog,/blog/ai-voice-agents-manufacturing,apps/web/content/blog/week-26-ai-voice-agents-manufacturing.md,ai-voice-agents-manufacturing,AI Voice Agents for Manufacturing: Supplier Acknowledgment Design,2026-08-24,,false,true,reviewed_backlog,source_reviewed_production_verified,production_index_follow_canonical_dates_verified,Content owner,docs/marketing/seo/review-batch-09.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-vs-bland-ai,apps/web/content/blog/week-27-quickvoice-vs-bland-ai.md,quickvoice-vs-bland-ai,QuickVoice vs Bland AI: Compare Workflow Control and Ownership,2026-08-31,,false,true,reviewed_backlog,source_reviewed_production_verified,production_index_follow_canonical_dates_verified,Content owner,docs/marketing/seo/review-batch-09.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-vs-vapi,apps/web/content/blog/week-28-quickvoice-vs-vapi.md,quickvoice-vs-vapi,QuickVoice vs Vapi: Evaluate the Integration Your Team Will Own,2026-09-07,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-09.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-vs-synthflow,apps/web/content/blog/week-29-quickvoice-vs-synthflow.md,quickvoice-vs-synthflow,QuickVoice vs Synthflow: Compare Change Control and Operations,2026-09-14,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-vs-retell-ai,apps/web/content/blog/week-30-quickvoice-vs-retell-ai.md,quickvoice-vs-retell-ai,QuickVoice vs Retell AI: A Source and Deployment Ownership Review,2026-09-21,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/case-study-call-center-cost-reduction-ai-voice,apps/web/content/blog/week-31-case-study-call-center-cost-reduction.md,case-study-call-center-cost-reduction-ai-voice,How to Build an Evidence-Backed AI Call Center Cost Case Study,2026-09-28,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/state-of-ai-voice-agents-2026,apps/web/content/blog/week-32-state-of-ai-voice-agents-2026.md,state-of-ai-voice-agents-2026,AI Voice Agents in 2026: A Documented Capability Snapshot,2026-10-05,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/questions-before-buying-ai-voice-agent-platform,apps/web/content/blog/week-33-15-questions-before-buying-ai-voice-agent.md,questions-before-buying-ai-voice-agent-platform,Fifteen Questions Before Buying an AI Voice Agent Platform,2026-10-12,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/how-to-write-scripts-for-ai-voice-agents,apps/web/content/blog/week-34-how-to-write-scripts-for-ai-voice-agents.md,how-to-write-scripts-for-ai-voice-agents,How to Write AI Voice Agent Scripts With Clear Action Boundaries,2026-10-19,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-10.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ai-voice-agents-travel-hospitality,apps/web/content/blog/week-35-ai-voice-agents-travel-hospitality.md,ai-voice-agents-travel-hospitality,Voice AI for Hospitality: Reservation Requests and Guest Information,2026-10-26,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ai-voice-agents-saas-companies,apps/web/content/blog/week-36-ai-voice-agents-saas-companies.md,ai-voice-agents-saas-companies,Voice AI for SaaS: Route Requested Help From Product Events,2026-11-02,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/what-is-no-code-ai,apps/web/content/blog/week-37-what-is-no-code-ai.md,what-is-no-code-ai,"What Is No-Code AI? Configuration, Limits, and Ownership",2026-11-09,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/how-to-automate-order-status-calls,apps/web/content/blog/week-38-how-to-automate-order-status-calls.md,how-to-automate-order-status-calls,Automate Order Status Calls With a Read-Only Data Contract,2026-11-16,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/hidden-cost-of-missed-calls-small-business,apps/web/content/blog/week-39-hidden-cost-of-missed-calls.md,hidden-cost-of-missed-calls-small-business,The Cost of Missed Calls: Measure the Gap Before Estimating Revenue,2026-11-23,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ai-voice-agent-implementation-checklist,apps/web/content/blog/week-40-ai-voice-agent-implementation-checklist.md,ai-voice-agent-implementation-checklist,AI Voice Agent Launch Checklist: Twenty Evidence Checks,2026-11-30,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-11.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/how-ai-voice-agents-improve-first-call-resolution,apps/web/content/blog/week-41-how-ai-voice-agents-improve-first-call-resolution.md,how-ai-voice-agents-improve-first-call-resolution,First Call Resolution for Voice AI: Define and Verify the Outcome,2026-12-07,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ai-voice-agents-education,apps/web/content/blog/week-42-ai-voice-agents-education.md,ai-voice-agents-education,Voice AI for Education: Public Information and Staff Request Routing,2026-12-14,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-vs-air-ai,apps/web/content/blog/week-43-quickvoice-vs-air-ai.md,quickvoice-vs-air-ai,QuickVoice and Air AI: Comparison Awaiting Product Verification,2026-12-21,draft,true,true,reviewed_backlog,archived_identity_unverified,archived_draft_production_404_noindex,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/how-to-reduce-no-show-rates,apps/web/content/blog/week-44-how-to-reduce-no-show-rates.md,how-to-reduce-no-show-rates,Reduce Appointment No-Shows: Design and Measure a Reminder Pilot,2026-12-28,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/2027-predictions-ai-voice-agents,apps/web/content/blog/week-45-2027-predictions-ai-voice-agents.md,2027-predictions-ai-voice-agents,Ten Voice AI Planning Questions for 2027,2027-01-04,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/building-ai-first-contact-center,apps/web/content/blog/week-46-building-ai-first-contact-center.md,building-ai-first-contact-center,Design an AI-Assisted Contact Center Around Responsibility,2027-01-11,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-12.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ai-voice-agents-vs-chatbots,apps/web/content/blog/week-47-ai-voice-agents-vs-chatbots.md,ai-voice-agents-vs-chatbots,Voice AI or Chatbot? Choose a Channel Around the Customer Task,2027-01-18,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/real-estate-ai-follow-up-100-percent-inquiries,apps/web/content/blog/week-48-real-estate-ai-follow-up-100-percent-inquiries.md,real-estate-ai-follow-up-100-percent-inquiries,Real Estate Inquiry Follow-Up: Build a Reliable Staff Handoff,2027-01-25,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/how-to-measure-ai-voice-agent-success-kpis,apps/web/content/blog/week-49-how-to-measure-ai-voice-agent-success-10-kpis.md,how-to-measure-ai-voice-agent-success-kpis,"Ten Voice AI Metrics: Definitions, Evidence, and Reporting Limits",2027-02-01,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/50-statistics-ai-customer-service-2026,apps/web/content/blog/week-50-50-statistics-ai-customer-service-2026.md,50-statistics-ai-customer-service-2026,How to Verify AI Customer Service Statistics Before Citing Them,2027-02-08,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/quickvoice-2026-year-in-review-roadmap-2027,apps/web/content/blog/week-51-quickvoice-2026-year-in-review.md,quickvoice-2026-year-in-review-roadmap-2027,"QuickVoice Project Status: Source, Setup, and Release Boundaries",2027-02-15,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
blog,/blog/ultimate-ai-voice-agent-glossary,apps/web/content/blog/week-52-ultimate-ai-voice-agent-glossary.md,ultimate-ai-voice-agent-glossary,Voice AI Glossary: Terms for Evaluating a Phone Workflow,2027-02-22,,false,true,reviewed_backlog,reviewed_draft_pending_publication_review,scheduled_404_before_date_noindex_until_publication_review,Content owner,docs/marketing/seo/review-batch-13.md; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/automotive-lease-retention-equity-mining,apps/web/content/case-studies/automotive-lease-retention-equity-mining.md,automotive-lease-retention-equity-mining,Lease-end enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/automotive-sales-lead-response-bdc,apps/web/content/case-studies/automotive-sales-lead-response-bdc.md,automotive-sales-lead-response-bdc,Vehicle sales enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/automotive-service-scheduling-noshow-reduction,apps/web/content/case-studies/automotive-service-scheduling-noshow-reduction.md,automotive-service-scheduling-noshow-reduction,Service appointment requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/ecommerce-post-purchase-review-collection,apps/web/content/case-studies/ecommerce-post-purchase-review-collection.md,ecommerce-post-purchase-review-collection,Post-purchase feedback: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/ecommerce-returns-automation-nps-improvement,apps/web/content/case-studies/ecommerce-returns-automation-nps-improvement.md,ecommerce-returns-automation-nps-improvement,Returns requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/ecommerce-wismo-automation-peak-season,apps/web/content/case-studies/ecommerce-wismo-automation-peak-season.md,ecommerce-wismo-automation-peak-season,Order status enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/education-k12-attendance-emergency-notifications,apps/web/content/case-studies/education-k12-attendance-emergency-notifications.md,education-k12-attendance-emergency-notifications,Attendance callbacks: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/education-online-student-retention,apps/web/content/case-studies/education-online-student-retention.md,education-online-student-retention,Student support follow-up: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/education-university-admissions-financial-aid,apps/web/content/case-studies/education-university-admissions-financial-aid.md,education-university-admissions-financial-aid,Admissions and financial-aid enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/financial-services-banking-customer-service,apps/web/content/case-studies/financial-services-banking-customer-service.md,financial-services-banking-customer-service,Banking support intake: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/financial-services-collections-fdcpa-compliant,apps/web/content/case-studies/financial-services-collections-fdcpa-compliant.md,financial-services-collections-fdcpa-compliant,Payment follow-up requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/financial-services-insurance-claims-fnol,apps/web/content/case-studies/financial-services-insurance-claims-fnol.md,financial-services-insurance-claims-fnol,Claim notification intake: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/healthcare-appointment-scheduling-noshow-reduction,apps/web/content/case-studies/healthcare-appointment-scheduling-noshow-reduction.md,healthcare-appointment-scheduling-noshow-reduction,Appointment requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/healthcare-patient-collections-compassionate,apps/web/content/case-studies/healthcare-patient-collections-compassionate.md,healthcare-patient-collections-compassionate,Patient billing enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/healthcare-post-discharge-readmission-reduction,apps/web/content/case-studies/healthcare-post-discharge-readmission-reduction.md,healthcare-post-discharge-readmission-reduction,Post-discharge callback requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/hr-employee-benefits-helpdesk,apps/web/content/case-studies/hr-employee-benefits-helpdesk.md,hr-employee-benefits-helpdesk,HR policy enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/hr-recruiting-high-volume-phone-screening,apps/web/content/case-studies/hr-recruiting-high-volume-phone-screening.md,hr-recruiting-high-volume-phone-screening,Candidate information requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/hr-recruiting-seasonal-hiring-campaigns,apps/web/content/case-studies/hr-recruiting-seasonal-hiring-campaigns.md,hr-recruiting-seasonal-hiring-campaigns,Seasonal recruitment enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/logistics-delivery-notifications-exception-management,apps/web/content/case-studies/logistics-delivery-notifications-exception-management.md,logistics-delivery-notifications-exception-management,Delivery updates and exceptions: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/logistics-freight-broker-carrier-capacity,apps/web/content/case-studies/logistics-freight-broker-carrier-capacity.md,logistics-freight-broker-carrier-capacity,Carrier capacity enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/logistics-last-mile-delivery-coordination,apps/web/content/case-studies/logistics-last-mile-delivery-coordination.md,logistics-last-mile-delivery-coordination,Last-mile delivery coordination: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/manufacturing-preventive-maintenance-scheduling,apps/web/content/case-studies/manufacturing-preventive-maintenance-scheduling.md,manufacturing-preventive-maintenance-scheduling,Maintenance scheduling requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/manufacturing-shift-coordination-workforce,apps/web/content/case-studies/manufacturing-shift-coordination-workforce.md,manufacturing-shift-coordination-workforce,Shift availability: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/manufacturing-supplier-po-confirmation,apps/web/content/case-studies/manufacturing-supplier-po-confirmation.md,manufacturing-supplier-po-confirmation,Supplier order confirmations: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/real-estate-instant-lead-followup-showings,apps/web/content/case-studies/real-estate-instant-lead-followup-showings.md,real-estate-instant-lead-followup-showings,Property viewing requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/real-estate-open-house-followup-nurture,apps/web/content/case-studies/real-estate-open-house-followup-nurture.md,real-estate-open-house-followup-nurture,Open-house follow-up: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/real-estate-property-management-operations,apps/web/content/case-studies/real-estate-property-management-operations.md,real-estate-property-management-operations,Tenant maintenance and leasing requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/saas-churn-prevention-nps-surveys,apps/web/content/case-studies/saas-churn-prevention-nps-surveys.md,saas-churn-prevention-nps-surveys,Customer feedback follow-up: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/saas-customer-onboarding-activation,apps/web/content/case-studies/saas-customer-onboarding-activation.md,saas-customer-onboarding-activation,Customer onboarding enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/saas-renewal-upsell-expansion,apps/web/content/case-studies/saas-renewal-upsell-expansion.md,saas-renewal-upsell-expansion,Renewal enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/travel-airline-disruption-rebooking,apps/web/content/case-studies/travel-airline-disruption-rebooking.md,travel-airline-disruption-rebooking,Travel disruption enquiries: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/travel-hotel-post-stay-survey-loyalty,apps/web/content/case-studies/travel-hotel-post-stay-survey-loyalty.md,travel-hotel-post-stay-survey-loyalty,Post-stay feedback: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
scenario,/case-studies/travel-hotel-reservations-upsell,apps/web/content/case-studies/travel-hotel-reservations-upsell.md,travel-hotel-reservations-upsell,Hotel reservation requests: illustrative workflow scenario,,,false,true,backlog,source_reviewed_production_verified,production_noindex_follow_sitemap_excluded,Customer evidence owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/[slug]/page.tsx; README.md; apps/ai/handlers/mcp_handler.py; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/blog,apps/web/src/app/blog/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/case-studies,apps/web/src/app/case-studies/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/case-studies/page.tsx; apps/web/src/lib/case-studies.ts; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/company/about-us,apps/web/src/app/company/about-us/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/company/about-us/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/company/careers,apps/web/src/app/company/careers/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,trust-review-2026-09-06.md; apps/web/src/app/company/careers/page.tsx; verification-assets/production-final-2026-09-06.json,2026-09-06
marketing_route,/company/contact,apps/web/src/app/company/contact/page.tsx,,,,,,,current_route,source_reviewed_production_verified,production_index_follow_canonical_verified,Web owner,verification-2026-09-06.md; verification-assets/production-final-2026-09-06.json,2026-09-06
